source,MAFB,SRSF2,PLEC,S100A9,CDKN2D,PRF1,ACVR1,ADAR,DNAJB6,DDX5,PF4,PMF1,CRAT,RPS23,RGS2,POLR2B,NR4A2,NASP,CD8A,MAPRE1,NLRP1,ITGB2,CEBPD,STAT6,S100A10,SLC2A3,LGALS9,RAC1,RORA,PKM,ATM,PRDM1,PABPC1,UXT,CCL4,PRKCH,ECE1,KHDRBS1,RPS7,LTA4H,UFM1,PRKCD,HCK,MNDA,SLC25A5,EIF6,IRF1,PRDX2,RPS18,ODC1,ITGB1,EIF4B,PQBP1,PGRMC1,HMGN1,LYN,PPARA,MPG,GLMN,SLC38A1,LMNA,IGHG1,PTGS1,HMGN2,SLC40A1,PTPN2,IGBP1,EWSR1,TRADD,IL2RG,SMARCA2,CHD4,PROS1,IRF2,AREG,HSPE1,CD36,ABCC3,HNRNPL,IL7R,TBXAS1,GP9,IGF2BP2,CTNNB1,USF2,CELF1,KEAP1,ELANE,JUND,RPS9,IRF7,PTGDS,IER2,HLA-G,CD79B,PPP3CA,CDKN1A,MATK,IKZF1,DAP,CSF2RA,DNAJB1,TBL1XR1,MAP1LC3B,PTMA,STAT3,MTHFD2,EMC10,SEC14L1,CDC42,JAK1,TOP1,POU2F1,EGR1,CCL3,HHEX,HSP90AA1,LY6E,GRB2,FOXP1,SPINT2,CALD1,CTSB,GADD45A,NPRL3,MEF2C,GRAP2,NR1H2,SOD2,PDZK1IP1,EAPP,HBA1,MX1,CARS2,HLA-A,NLRP2,FOS,APPL1,PLAUR,IRAK1,PECAM1,RPS8,PDLIM7,GSTP1,CD6,LMO2,TPT1,BIRC2,FOSB,RPL22,ACOT7,ATXN2,SRGN,ZC3HAV1,MEIS1,CALR,TLE4,LCP1,ARHGAP26,HERPUD1,NXT1,NFATC3,LAMTOR5,IRS2,ZFP36,MAX,EIF4A1,PSMB9,TBX21,CSNK2B,NPM1,ZBED1,JUNB,PTEN,YWHAH,KMT2A,CSTB,SDC4,EIF4E,TSC22D3,APRT,HINT1,HLA-F,MAZ,NAA10,PARK7,LAT,SRSF3,CDK11A,ATP2A3,AMD1,IRF8,PTP4A1,RPL12,PNRC1,U2SURP,DNAJB9,PTGIR,TRMT1,IGF2R,RBBP4,MS4A1,RPL19,PTPRC,ARHGDIB,IFI16,HNRNPU,TIMP1,HSPA9,CCL3L3,HBP1,RHOG,EIF2AK2,APH1A,CYBB,BTG2,BRD4,PRDX3,DICER1,SLC30A5,GFI1B,RSRC2,KLF2,CD164,RPL23,TBPL1,HK1,HSPA4,SELL,WTAP,DDX3X,CD40LG,B2M,ERCC1,EEF2,HSD17B10,APEX1,CFL1,TGFBI,ANXA5,LGALS3,MAP3K8,SMAD2,PDCD4,PSMA4,RPL30,CBX3,FHL1,GATA3,DUSP6,PDGFA,BCL3,FLNA,RGCC,CUX1,PLEKHO1,OPTN,CNN2,CD8B,MXI1,FXN,DDX17,ZFP36L1,RHOB,HNRNPUL1,RPL21,KDM2A,G6PD,PDPK1,CCNG1,F2R,S100A4,S100A8,GTF2I,COX7A2L,ILK,MAPK1,RPS20,MANF,ST3GAL1,ATP6V0B,SELP,CD69,WSB1,CAPG,VAMP2,ANP32A,ACYP2,STXBP3,RTN3,HSP90B1,THAP11,BCLAF1,UTRN,CD99,PMAIP1,HTATIP2,HLA-DQB1,RC3H1,CCL5,CXCL14,MT2A,SP100,NCL,FYN,MTDH,SCP2,PPP1R15A,CXCR4,SRSF7,PTTG1IP,PFN1,HAT1,ASAH1,SERPINA1,DDX21,MAP4K1,PRNP,ITGA2B,NDUFB6,ARID5A,B4GALT1,ATP2B1,JUN,TBXA2R,ATOX1,IFRD1,TNFAIP3,PSAP,PTBP1,AGTRAP,PGD,ARF1,EIF4H,REL,CTSS,PGK1,INPP5D,RXRA,TRIM22,POLE3,TNFRSF1B,INSIG1,CCNY,ENO1,RPL41,GP6,MECP2,CD3D,VCAN,DDIT4,HSP90AB1,LRPAP1,ATF6,SULT1A1,SGK1,LATS1,CHD1,SPARC,TYROBP,ATP6V1E1,BZW1,PLAC8,HSPB1,PDCD10,MAP2K1,RNH1,YBX1,RUVBL2,GNAQ,SIAH2,POLR2F,HMGN3,ARL4A,NOL7,MICU1,SIVA1,CASP8,CITED2,TAPBP,EIF4EBP2,TRA2B,RNF149,METAP2,ACTB,BNIP3L,ANXA1,LDHB,IKBKG,PPBP,CSTA,ARFGAP2,SNCA,BAX,PFDN4,MYH9,RPL27A,RPS10,RPL27,TNFSF4,SH3BP2,GNAS,BACH1,PIM1,CTSC,NAAA,CXCL8,NR3C1,BATF,MAPK14,HLA-E,RPL36A,BIRC3,CRBN,EIF5B,IQGAP1,SUZ12,SLC11A1,MRPL46,RHOA,RPL5,TOMM20,LDHA,HLA-DRA,PLSCR1,RASSF1,FGL2,PTPN6,TAF7,KPNA6,POLR2K,FOSL2,GLRX,RELA,GADD45B,DBI,ETS1,RPL13A,THBS1,STAT1,DDX18,WAS,CD2,EFHD2,ACTG1,CCND3,EXOSC8,RHOH,GAPDH,RPS3,UBE2G1,ALDH2,SAT1,RGS1,TKT,LPP,HNRNPH1,CCT3,SERPINB6,PRKCB,PTPRJ,MDM4,CTTN,RAN,SRPK2,AURKAIP1,HIF1A,OXNAD1,RBM39,NEDD8,F13A1,BECN1,PGAM1,VGLL4,LCK,POLR2C,GNAI2,HNRNPA1,FCER1G,TGFB1,VAV1,ZAP70,CTSD,GZMA,CASP1,G0S2,HPCAL1,FANCF,KLF6,HNRNPA2B1,THRAP3,SPG7,UQCRQ,MBP,PRKAR2B,MT-ATP6,SMC3,ATF4,GLUL,YWHAE,UPP1,RPS15A,AQP1,VIM,RAD21,SH3BGRL,S100A6,SF1,BAD,ISG15,IL32,IRAK3,TMEM158,GNLY,CD68,TSC2,TUBA1A,PLEK,BUB3,MGLL,RPS13,SSBP1,SLA,SSR1,SPI1,UBR2,CLIC3,SRSF10,SYNGR2,SNRPN,LYL1,OSCAR,VASP,EXOSC6,KIF2A,YBX3,C1QBP,MARCKS,ORMDL3,RPS16,SPN,USP22,PIM3,GSTK1,RPS19,IL1B,U2AF1,RPS6KA5,HNRNPD,CD79A,NFE2L2,COX8A,MIF,RPLP1,COX7C,XBP1,NDUFS8,CYP1B1,UCP2,RPS6,RPL6,YWHAB,ARF4,RANBP1,PTGS2,RPL29,UROS,DCK,ZBTB7B,RAD50,BST2,CALM1,RPL10,RB1,TUBA1B,RBX1,RPS12,CNOT2,CA2,PSMD4,LYZ,PRDX1,HMGA1,BCL2A1,SERP1,CD82,ANXA2,RPL26,IFITM1,NFKB2,NACA,CD44,CLU,ITGB7,HNRNPDL,RPL32,NCOA3,HIPK3,PIK3R1,MAPRE2,IRF9,CD74,AKAP13,PTPRA,RPL11,NFKBIA,SNRPB,GADD45GIP1,CREB1,ABCG1,FUBP1,TPI1,TNIP1,TOLLIP,TXN,BTK,PRDX6,GSN,TAL1,NAMPT,ERAP2,LIPC,RAB11A,RPSA,RUNX3,TSC22D1,BSG,FUS,PHF11,CREM,RBM8A,MYL9,ABCC4,PPIA,COX5B,IFI6,CD9,DPP7,ESD,NFKBIZ,STAT4,ALOX12,KRT10,MAOB,CD4,TCF7,HSPA5,HNRNPC,RPS15,ELF1,KLF3,SOD1,IFI35,POLR3GL,ISG20,SEMA4D,ITGB3,TNFSF13B,SERPINB1,DUSP1,DEK,CARD8,YY1,SLC25A3,SRM,SERF2,MCL1,RPS27A,CD14,FCGRT,SMC4,RPL7,DNAJC3,ANAPC15,PSMB1,SUB1,MRPL41,AQR,CD63,SURF1,PER1,COX4I1,ZYX,ATP1A1,CXCL16,LITAF,ZNF302,PPIG,RHOC,PSENEN,CDK11B,GCLM,CAPN2,SFPQ,HMGB2,MYC,CSF3R,LY96,PSIP1,KMT2E,SUMO2,GTF3A,AMPD2,IER3,HSPA8,TAP1,TMBIM6,RBM3,SOX4,NCOR1,ALOX5AP,UBE2B,ITGA4,PTCRA,UBA52,HLA-C,PEBP1,BTG1,GPX4,PPP1R7,ELOVL5,S100A11,MAP3K1,GAS2L1,NUTF2,RPL13,CAST,RAC2,ETV6,CDK5RAP2,CLCN3,CYBA,ALDOA,LGALS1,IREB2,HLA-DRB1,BCL6,RPL3,RPL35,SAMHD1,COX6A1,SON,LCN2,AKAP8L,JCHAIN,CDC25B,RPA3,TALDO1,CLEC7A,CEBPB,SNRPB2,FLI1,IRF3,RAB18,SET,HCST,SLBP,ITGAM,LSP1,NAP1L1,DAB2,VAPB,LTB,ITGAL,SRPRA,EIF5,ELAVL1,EZR,NOP56,PPP1CC,CD83,FBXO11,SQSTM1,GZMB,TANK,RELB,TNFRSF13C,CD3E,NAP1L4,RBPJ,PIN1,ID2,RICTOR,CD7,GP1BA,PIAS1,PPP2CA,STMN1,UBC,APP,AKIP1,MARK3,RBBP7,TSPO
MAFB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MXI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SRSF2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
